Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,88.01000213623047,89.0199966430664,86.73999786376953,88.58000183105469,88.58000183105469,770500
2022-01-04,91.19999694824219,91.36000061035156,85.44999694824219,87.27999877929688,87.27999877929688,1810600
2022-01-05,87.30000305175781,87.83000183105469,83.11000061035156,83.51000213623047,83.51000213623047,1480500
2022-01-06,83.01000213623047,84.4800033569336,81.0999984741211,83.97000122070312,83.97000122070312,1412800
2022-01-07,83.44000244140625,85.98999786376953,83.31999969482422,84.68000030517578,84.68000030517578,1046100
2022-01-10,83.0199966430664,84.38999938964844,80.83999633789062,84.30000305175781,84.30000305175781,1553600
2022-01-11,84.47000122070312,85.08000183105469,83.38999938964844,84.44999694824219,84.44999694824219,896900
2022-01-12,85.13999938964844,86.5,83.87000274658203,84.12000274658203,84.12000274658203,790100
2022-01-13,85.45999908447266,86.4000015258789,82.62999725341797,82.77999877929688,82.77999877929688,1030500
2022-01-14,82.16999816894531,84.31999969482422,81.05000305175781,83.0199966430664,83.0199966430664,1221200
2022-01-18,81.44999694824219,82.48999786376953,80.41000366210938,81.5,81.5,940800
2022-01-19,81.6500015258789,82.73999786376953,80.6500015258789,81.37000274658203,81.37000274658203,975900
2022-01-20,83.19000244140625,85.33000183105469,81.4800033569336,81.48999786376953,81.48999786376953,1618700
2022-01-21,80.44000244140625,80.80000305175781,76.4800033569336,76.81999969482422,76.81999969482422,2299900
2022-01-24,74.9000015258789,77.95999908447266,72.55000305175781,77.93000030517578,77.93000030517578,1549700
2022-01-25,75.43000030517578,77.44000244140625,74.16000366210938,75.94000244140625,75.94000244140625,1217300
2022-01-26,78.77999877929688,79.4000015258789,75.29000091552734,76.37000274658203,76.37000274658203,1432500
2022-01-27,77.55999755859375,78.19000244140625,72.19000244140625,72.22000122070312,72.22000122070312,2613400
2022-01-28,72.0999984741211,73.9000015258789,69.86000061035156,73.41999816894531,73.41999816894531,1395400
2022-01-31,73.83999633789062,78.55999755859375,73.83999633789062,78.37999725341797,78.37999725341797,2347200
2022-02-01,78.31999969482422,78.87000274658203,75.7300033569336,77.69999694824219,77.69999694824219,1275600
2022-02-02,78.37000274658203,78.4800033569336,75.9000015258789,76.37000274658203,76.37000274658203,1173800
2022-02-03,72.2300033569336,74.20999908447266,71.0199966430664,71.27999877929688,71.27999877929688,2220300
2022-02-04,71.2699966430664,71.5,67.38999938964844,71.0,71.0,2863700
2022-02-07,70.88999938964844,71.41999816894531,69.18000030517578,69.73999786376953,69.73999786376953,1287200
2022-02-08,69.80000305175781,70.5999984741211,68.91999816894531,70.38999938964844,70.38999938964844,1263100
2022-02-09,74.0,74.2300033569336,71.80999755859375,74.16999816894531,74.16999816894531,1976500
2022-02-10,72.0,73.9000015258789,70.87999725341797,71.22000122070312,71.22000122070312,1365400
2022-02-11,71.33999633789062,71.93000030517578,68.55999755859375,69.30999755859375,69.30999755859375,1092700
2022-02-14,68.86000061035156,70.33999633789062,67.87999725341797,68.2300033569336,68.2300033569336,1051900
2022-02-15,70.0999984741211,72.18000030517578,69.2699966430664,72.0999984741211,72.0999984741211,1058000
2022-02-16,70.94999694824219,72.06999969482422,70.0199966430664,71.66999816894531,71.66999816894531,1007700
2022-02-17,70.81999969482422,71.8499984741211,69.88999938964844,69.94999694824219,69.94999694824219,1097400
2022-02-18,69.97000122070312,70.22000122070312,67.9000015258789,68.56999969482422,68.56999969482422,881300
2022-02-22,67.23999786376953,68.27999877929688,65.52999877929688,65.8499984741211,65.8499984741211,1192300
2022-02-23,66.87999725341797,66.87999725341797,64.72000122070312,64.9000015258789,64.9000015258789,1299500
2022-02-24,62.130001068115234,69.05999755859375,61.2400016784668,69.04000091552734,69.04000091552734,2553900
2022-02-25,69.12000274658203,70.7300033569336,68.08000183105469,70.68000030517578,70.68000030517578,1611100
